record_id,source_id,material,material_type,source_compound_or_fraction_code,source_plant,source_organ,dose_value,dose_unit_as_reported,dose_ug_ml,endpoint,endpoint_relation,endpoint_value,endpoint_unit,remaining_growth_percent,derived_inhibition_percent,original_ordinal_score,damaged_cultures,tested_cultures,ant,fungus_as_reported,observation_time,model_use,transcription_notes,limitations,source_locator,original_url,local_original,context_key,exposure_route,dose_basis,endpoint_ci_low,endpoint_ci_high,independence_group,extraction_batch
F106,melo2020,Limonene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2
F107,melo2020,Linalool,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2
F108,melo2020,p-Cymene,pure_compound,,Aristolochia trilobata study,Purchased reagent,,,,IC50,>,1000,µL/L medium,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Right-censored concentration endpoint; not exact zero growth inhibition,Source reports no antifungal activity at discriminatory screen and gives this IC50 bound. Contact method says1400 µL/L but result bound is>1000; neither is silently substituted.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Agar contact,µL/L medium,,,melo2020,2
F109,melo2020,Citral (purchased),pure_compound,,Myrcia lundiana,Purchased reagent comparator,123.21,µL/L air,,no_regrowth_after_transfer,=,No mycelial regrowth observed,categorical,,,,,,Acromyrmex balzani,Leucoagaricus gongylophorus,Seven days; citral recovery: further seven days on untreated PDA.,Recovery endpoint supporting killing under tested conditions; separate from IC50,Seven days exposure then seven days recovery; source dose is upper confidence limit of IC99. Lower IC99 condition showed recovery; its exact concentration was not tabulated.,"Contact screening dose conflict: methods1400 µL/L versus results/Fig 2 bound>1000 µL/L. Preserve reported bound. Oils are mixtures; pure compounds mostly purchased, sulcatyl acetate synthesized. Ant-mixture synergy is not fungal synergy.","PDF 5,8–9 / printed 17307,17310–17311; Figs 2–3",https://doi.org/10.1007/s11356-020-08170-z,sources/melo2020.pdf,melo2020,Fumigation followed by transfer to untreated agar,Volume per air volume,,,melo2020,2
F110,sesame1990,Chloroform leaf extract,crude_extract,,Sesamum indicum,Leaves,7.5,mg dry leaf equivalent/mL,,remaining_growth,=,100,percent,100,0,5+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F111,sesame1990,Chloroform leaf extract,crude_extract,,Sesamum indicum,Leaves,15,mg dry leaf equivalent/mL,,remaining_growth,=,100,percent,100,0,5+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F112,sesame1990,Chloroform leaf extract,crude_extract,,Sesamum indicum,Leaves,30,mg dry leaf equivalent/mL,,remaining_growth,=,80,percent,80,20,4+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F113,sesame1990,Chloroform leaf extract,crude_extract,,Sesamum indicum,Leaves,60,mg dry leaf equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F114,sesame1990,Methanol leaf extract,crude_extract,,Sesamum indicum,Leaves,7.5,mg dry leaf equivalent/mL,,remaining_growth,=,100,percent,100,0,5+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F115,sesame1990,Methanol leaf extract,crude_extract,,Sesamum indicum,Leaves,15,mg dry leaf equivalent/mL,,remaining_growth,=,100,percent,100,0,5+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F116,sesame1990,Methanol leaf extract,crude_extract,,Sesamum indicum,Leaves,30,mg dry leaf equivalent/mL,,remaining_growth,=,80,percent,80,20,4+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F117,sesame1990,Methanol leaf extract,crude_extract,,Sesamum indicum,Leaves,60,mg dry leaf equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1 ordinal score and legend mapping.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F118,sesame1990,Chloroform + methanol leaf extracts,extract_mixture,,Sesamum indicum,Leaves,30+30,"mg dry leaf equivalent/mL, each component",,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1; <1+ retained rather than treated as exact zero. The1+ class itself means20% growth or less.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Separate dry-leaf-equivalent contributions,,,sesame1990,2
F119,sesame1990,Chloroform + methanol leaf extracts,extract_mixture,,Sesamum indicum,Leaves,60+60,"mg dry leaf equivalent/mL, each component",,ordinal_remaining_growth,=,Below lowest scored growth class,category,,,<1+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 1; <1+ retained rather than treated as exact zero. The1+ class itself means20% growth or less.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Separate dry-leaf-equivalent contributions,,,sesame1990,2
F120,sesame1990,Water leaf extract,crude_extract,,Sesamum indicum,Leaves,60,mg dry leaf equivalent/mL,,growth_stimulation,=,Greater than control,categorical,,,>5+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,"Positive growth stimulation, not absence of a recorded effect.","Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry leaf equivalent,,,sesame1990,2
F121,sesame1990,Chloroform leaves from 30-day plants extract,crude_extract,L1,Sesamum indicum,Leaves from 30-day plants,60,mg dry plant equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F122,sesame1990,Chloroform leaves from 60-day plants extract,crude_extract,L2,Sesamum indicum,Leaves from 60-day plants,60,mg dry plant equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F123,sesame1990,Chloroform green leaves from 90-day plants extract,crude_extract,L3a,Sesamum indicum,Green leaves from 90-day plants,60,mg dry plant equivalent/mL,,remaining_growth,=,60,percent,60,40,3+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F124,sesame1990,Chloroform yellow leaves from 90-day plants extract,crude_extract,L3b,Sesamum indicum,Yellow leaves from 90-day plants,60,mg dry plant equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F125,sesame1990,Chloroform green fruit extract,crude_extract,GFr,Sesamum indicum,Green fruit,30,mg dry plant equivalent/mL,,remaining_growth,=,60,percent,60,40,3+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F126,sesame1990,Chloroform ripe fruit extract,crude_extract,RFr,Sesamum indicum,Ripe fruit,30,mg dry plant equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F127,sesame1990,Chloroform green seed extract,crude_extract,GS,Sesamum indicum,Green seed,30,mg dry plant equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F128,sesame1990,Chloroform ripe seed extract,crude_extract,RS,Sesamum indicum,Ripe seed,30,mg dry plant equivalent/mL,,remaining_growth,=,40,percent,40,60,2+,,,Atta sexdens rubropilosa,Leucocoprinus gongylophorus (=Rozites gongylophora),30–35 days at 25±2°C,Assay-specific endpoint only,Table 2; different plant organs/stages are not independent compound tests.,"Concentrations are original dry-plant-equivalent mass per medium volume, not recovered extract mass. Water stimulated growth. Sesamin/sesamine was not detected in leaves by the reported analysis; assay does not establish absence at all detection limits.",PDF 2 / printed 350; Tables 1–2,https://doi.org/10.1017/S0007485300050550,sources/sesame1990.pdf,sesame1990,,Dry plant equivalent,,,sesame1990,2
F129,morais2012thesis,Hexane leaf extract,crude_extract,,Ageratum conyzoides,Leaves,25,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,81,percent,,81,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Significant versus solvent control by table asterisk. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F130,morais2012thesis,Hexane leaf extract,crude_extract,,Ageratum conyzoides,Leaves,50,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,93,percent,,93,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Significant versus solvent control by table asterisk. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F131,morais2012thesis,Hexane leaf extract,crude_extract,,Ageratum conyzoides,Leaves,100,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,100,percent,,100,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Significant versus solvent control by table asterisk. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F132,morais2012thesis,"DCM solvent control, Ageratum conyzoides experiment",control,,Ageratum conyzoides,No plant in control,,,,biomass_reduction,=,7,percent,,,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Control only; exclude from compound labels,"Keep as control metadata/observation, not a fungal inhibitor. Source says solvent effect not significant.",Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,"Table 1 control value, denominator not explicit",,,morais2012_2015_overlap,2
F133,morais2012thesis,Hexane leaf extract,crude_extract,,Coriandrum sativum,Leaves,25,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,23,percent,,23,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Not significant versus solvent control. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F134,morais2012thesis,Hexane leaf extract,crude_extract,,Coriandrum sativum,Leaves,50,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,27,percent,,27,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Not significant versus solvent control. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F135,morais2012thesis,Hexane leaf extract,crude_extract,,Coriandrum sativum,Leaves,100,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,100,percent,,100,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Significant versus solvent control by table asterisk. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F136,morais2012thesis,"DCM solvent control, Coriandrum sativum experiment",control,,Coriandrum sativum,No plant in control,,,,biomass_reduction,=,13,percent,,,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Control only; exclude from compound labels,"Keep as control metadata/observation, not a fungal inhibitor. Source says solvent effect not significant.",Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,"Table 1 control value, denominator not explicit",,,morais2012_2015_overlap,2
F137,morais2012thesis,Hexane leaf extract,crude_extract,,Mentha piperita,Leaves,25,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,96,percent,,96,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Significant versus solvent control by table asterisk. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F138,morais2012thesis,Hexane leaf extract,crude_extract,,Mentha piperita,Leaves,50,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,99,percent,,99,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Significant versus solvent control by table asterisk. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F139,morais2012thesis,Hexane leaf extract,crude_extract,,Mentha piperita,Leaves,100,mg/mL stock as described; table labels mg/mL,,biomass_reduction,=,100,percent,,100,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Qualitative/dose-series evidence; hold out from quantitative potency pooling pending dose basis,Significant versus solvent control by table asterisk. Do not subtract the printed control percentage without resolving its denominator.,Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,Stock label;1:10 medium dilution implies nominal2.5/5/10 mg/mL final,,,morais2012_2015_overlap,2
F140,morais2012thesis,"DCM solvent control, Mentha piperita experiment",control,,Mentha piperita,No plant in control,,,,biomass_reduction,=,0,percent,,,,,,Atta sexdens rubropilosa (thesis scope; donor details unresolved),Leucoagaricus gongylophorus,30 days at 26±2°C; biomass dried40°C48 h.,Control only; exclude from compound labels,"Keep as control metadata/observation, not a fungal inhibitor. Source says solvent effect not significant.",Hold out of pooled potency models pending stock/final-dose clarification. Same percentages as2015 article abstract; treat as overlapping work. Coriander23%/27% reductions are not significant. No recovery assay supports an irreversible-killing label.,PDF 46–48 / printed 33–35; Table 1 and Figs 1–3,https://locus.ufv.br/server/api/core/bitstreams/da53d5c4-077b-4210-8036-f6bda05b963c/content,sources/morais2012thesis.pdf,morais2012thesis,,"Table 1 control value, denominator not explicit",,,morais2012_2015_overlap,2
