# exploratory, not prespecified; post hoc, outside the frozen analysis plan at commit 98b5e09199a5eef0c46be452793e953f5a2af31e
level,structure_id,inchikey,inchikey_first_block,members,labels,tested,distinct_organisms,distinct_genera,distinct_families,distinct_references,lotus_rows
connectivity,LPBAKOAUSJMTEN,LPBAKOAUSJMTEN-AZUAARDMSA-N,LPBAKOAUSJMTEN,LPBAKOAUSJMTEN-AZUAARDMSA-N,unknown,false,1,1,1,1,8
connectivity,WNHXBLZBOWXNQO,WNHXBLZBOWXNQO-SNVBAGLBSA-N,WNHXBLZBOWXNQO,WNHXBLZBOWXNQO-SNVBAGLBSA-N,unknown,false,25,13,3,17,273
connectivity,FPIRLBKNQNOVET,,FPIRLBKNQNOVET,FPIRLBKNQNOVET-UHFFFAOYSA-N;FPIRLBKNQNOVET-IVGZAAIESA-N,unknown,false,1,1,1,2,32
connectivity,FYEZJIXULOZDRT,,FYEZJIXULOZDRT,FYEZJIXULOZDRT-ONEGZZNKSA-N;FYEZJIXULOZDRT-UHFFFAOYSA-N,unknown,false,17,13,11,14,221
connectivity,LCXGTSCVCJANHX,LCXGTSCVCJANHX-AATRIKPKSA-N,LCXGTSCVCJANHX,LCXGTSCVCJANHX-AATRIKPKSA-N,unknown,false,9,8,8,9,122
connectivity,RFCVXVPWSPOMFJ,RFCVXVPWSPOMFJ-STQMWFEESA-N,RFCVXVPWSPOMFJ,RFCVXVPWSPOMFJ-STQMWFEESA-N,unknown,false,1,1,1,1,16
connectivity,FITCDKVKQIBVRK,FITCDKVKQIBVRK-UHFFFAOYSA-N,FITCDKVKQIBVRK,FITCDKVKQIBVRK-UHFFFAOYSA-N,unknown,false,9,8,8,9,100
connectivity,NQYMUJFPNPYYIG,NQYMUJFPNPYYIG-UHFFFAOYSA-N,NQYMUJFPNPYYIG,NQYMUJFPNPYYIG-UHFFFAOYSA-N,unknown,false,1,1,1,1,16
connectivity,WLPJMCCYDZFCBL,,WLPJMCCYDZFCBL,WLPJMCCYDZFCBL-HTMUFORZSA-N;WLPJMCCYDZFCBL-UHFFFAOYSA-N,unknown,false,4,4,3,3,38
connectivity,GXLQUHPXGLZNGE,GXLQUHPXGLZNGE-UHFFFAOYSA-N,GXLQUHPXGLZNGE,GXLQUHPXGLZNGE-UHFFFAOYSA-N,unknown,false,21,13,11,15,195
connectivity,KBPHJBAIARWVSC,,KBPHJBAIARWVSC,KBPHJBAIARWVSC-RGZFRNHPSA-N;KBPHJBAIARWVSC-CFWGZHMLSA-N,unknown,false,317,191,124,150,3586
connectivity,ZRLAOEYZSKXGSL,ZRLAOEYZSKXGSL-RZRNQMRLSA-N,ZRLAOEYZSKXGSL,ZRLAOEYZSKXGSL-RZRNQMRLSA-N,unknown,false,1,1,1,1,8
connectivity,QUZHZFAQJATMCA,QUZHZFAQJATMCA-QAZQWDDOSA-N,QUZHZFAQJATMCA,QUZHZFAQJATMCA-QAZQWDDOSA-N,unknown,false,13,12,11,11,109
connectivity,HUXSMOZWPXDRTN,HUXSMOZWPXDRTN-SDHKEVEOSA-N,HUXSMOZWPXDRTN,HUXSMOZWPXDRTN-SDHKEVEOSA-N,unknown,false,10,7,7,7,81
connectivity,KTVLKWLYWMXIHT,KTVLKWLYWMXIHT-ONEGZZNKSA-N,KTVLKWLYWMXIHT,KTVLKWLYWMXIHT-ONEGZZNKSA-N,unknown,false,2,2,1,2,32
connectivity,QPHXPNUXTNHJOF,QPHXPNUXTNHJOF-XNFUJFQVSA-N,QPHXPNUXTNHJOF,QPHXPNUXTNHJOF-XNFUJFQVSA-N,unknown,false,25,17,13,17,182
connectivity,DUDGAPSRYCQPBG,DUDGAPSRYCQPBG-UFFNRZRYSA-N,DUDGAPSRYCQPBG,DUDGAPSRYCQPBG-UFFNRZRYSA-N,unknown,false,8,4,2,8,79
connectivity,VYKLRWGPNUVKNC,VYKLRWGPNUVKNC-IRIVYCKASA-N,VYKLRWGPNUVKNC,VYKLRWGPNUVKNC-IRIVYCKASA-N,unknown,false,23,18,11,19,206
connectivity,KDYAPQVYJXUQNY,KDYAPQVYJXUQNY-OPHDRXFHSA-N,KDYAPQVYJXUQNY,KDYAPQVYJXUQNY-OPHDRXFHSA-N,unknown,false,12,11,9,9,100
connectivity,NFGIENSPALNOON,NFGIENSPALNOON-UHFFFAOYSA-N,NFGIENSPALNOON,NFGIENSPALNOON-UHFFFAOYSA-N,unknown,false,7,5,2,7,100
connectivity,LDAXOIIEQDPAJA,LDAXOIIEQDPAJA-YPAVVWTQSA-N,LDAXOIIEQDPAJA,LDAXOIIEQDPAJA-YPAVVWTQSA-N,unknown,false,3,2,2,2,34
connectivity,LDQFLSUQYHBXSX,LDQFLSUQYHBXSX-HPPMYKKZSA-N,LDQFLSUQYHBXSX,LDQFLSUQYHBXSX-HPPMYKKZSA-N,unknown,false,14,10,8,3,151
connectivity,PUPKKEQDLNREIM,,PUPKKEQDLNREIM,PUPKKEQDLNREIM-UHFFFAOYSA-N;PUPKKEQDLNREIM-KWMNMNHLSA-N;PUPKKEQDLNREIM-QNSQPKOQSA-N;PUPKKEQDLNREIM-RPSBXBBBSA-N;PUPKKEQDLNREIM-VKUWDBPGSA-N,unknown,false,103,61,39,83,1544
connectivity,CBFCDTFDPHXCNY,CBFCDTFDPHXCNY-UHFFFAOYSA-N,CBFCDTFDPHXCNY,CBFCDTFDPHXCNY-UHFFFAOYSA-N,unknown,false,82,61,38,57,937
connectivity,KCDXJAYRVLXPFO,KCDXJAYRVLXPFO-UHFFFAOYSA-N,KCDXJAYRVLXPFO,KCDXJAYRVLXPFO-UHFFFAOYSA-N,unknown,false,120,86,52,120,1834
connectivity,RGHHSNMVTDWUBI,RGHHSNMVTDWUBI-UHFFFAOYSA-N,RGHHSNMVTDWUBI,RGHHSNMVTDWUBI-UHFFFAOYSA-N,unknown,false,263,178,97,249,3945
connectivity,WFOFKRKDDKGRIK,WFOFKRKDDKGRIK-UHFFFAOYSA-N,WFOFKRKDDKGRIK,WFOFKRKDDKGRIK-UHFFFAOYSA-N,unknown,false,3,3,3,3,28
connectivity,DNIAPMSPPWPWGF,DNIAPMSPPWPWGF-UHFFFAOYSA-N,DNIAPMSPPWPWGF,DNIAPMSPPWPWGF-UHFFFAOYSA-N,unknown,false,6,6,6,7,67
connectivity,QWIZNVHXZXRPDR,QWIZNVHXZXRPDR-WSCXOGSTSA-N,QWIZNVHXZXRPDR,QWIZNVHXZXRPDR-WSCXOGSTSA-N,unknown,false,3,3,3,3,40
connectivity,BLHCMGRVFXRYRN,BLHCMGRVFXRYRN-UHFFFAOYSA-N,BLHCMGRVFXRYRN,BLHCMGRVFXRYRN-UHFFFAOYSA-N,unknown,false,3,3,3,3,29
connectivity,SJZRECIVHVDYJC,SJZRECIVHVDYJC-UHFFFAOYSA-N,SJZRECIVHVDYJC,SJZRECIVHVDYJC-UHFFFAOYSA-N,unknown,false,11,4,4,4,106
connectivity,LXNHXLLTXMVWPM,LXNHXLLTXMVWPM-UHFFFAOYSA-N,LXNHXLLTXMVWPM,LXNHXLLTXMVWPM-UHFFFAOYSA-N,unknown,false,14,13,14,12,102
connectivity,NPNAJGCZQBQWQZ,,NPNAJGCZQBQWQZ,NPNAJGCZQBQWQZ-NSCUHMNNSA-N;NPNAJGCZQBQWQZ-UHFFFAOYSA-N,unknown,false,1,1,1,1,24
connectivity,ZCKDCRKBURQZPT,,ZCKDCRKBURQZPT,ZCKDCRKBURQZPT-UHFFFAOYSA-N;ZCKDCRKBURQZPT-OWOJBTEDSA-N,unknown,false,1,1,1,1,24
connectivity,XMWHRVNVKDKBRG,XMWHRVNVKDKBRG-UHNVWZDZSA-N,XMWHRVNVKDKBRG,XMWHRVNVKDKBRG-UHNVWZDZSA-N,unknown,false,6,6,6,6,72
connectivity,HTJXTKBIUVFUAR,,HTJXTKBIUVFUAR,HTJXTKBIUVFUAR-DZCCRPTESA-N;HTJXTKBIUVFUAR-XHIBXCGHSA-N,unknown,false,1,1,1,1,24
connectivity,SFRQRNJMIIUYDI,SFRQRNJMIIUYDI-UHNVWZDZSA-N,SFRQRNJMIIUYDI,SFRQRNJMIIUYDI-UHNVWZDZSA-N,unknown,false,4,4,4,4,44
connectivity,AJPADPZSRRUGHI,AJPADPZSRRUGHI-RFZPGFLSSA-N,AJPADPZSRRUGHI,AJPADPZSRRUGHI-RFZPGFLSSA-N,unknown,false,5,5,6,5,56
connectivity,YFAUKWZNPVBCFF,,YFAUKWZNPVBCFF,YFAUKWZNPVBCFF-OIOYKEMMSA-N;YFAUKWZNPVBCFF-XHIBXCGHSA-N,unknown,false,4,4,4,4,50
connectivity,KLAOKWJLUQKWIF,KLAOKWJLUQKWIF-UHFFFAOYSA-N,KLAOKWJLUQKWIF,KLAOKWJLUQKWIF-UHFFFAOYSA-N,unknown,false,104,43,5,95,1709
connectivity,QCDYOIZVELGOLZ,QCDYOIZVELGOLZ-UHFFFAOYSA-N,QCDYOIZVELGOLZ,QCDYOIZVELGOLZ-UHFFFAOYSA-N,unknown,false,155,50,11,133,2799
connectivity,VKOSQMWSWLZQPA,VKOSQMWSWLZQPA-UHFFFAOYSA-N,VKOSQMWSWLZQPA,VKOSQMWSWLZQPA-UHFFFAOYSA-N,unknown,false,90,30,6,66,1309
connectivity,UUQJTIHOVGMQIH,UUQJTIHOVGMQIH-UHFFFAOYSA-N,UUQJTIHOVGMQIH,UUQJTIHOVGMQIH-UHFFFAOYSA-N,unknown,false,50,18,3,34,686
connectivity,DANYIYRPLHHOCZ,DANYIYRPLHHOCZ-UHFFFAOYSA-N,DANYIYRPLHHOCZ,DANYIYRPLHHOCZ-UHFFFAOYSA-N,unknown,false,220,98,43,164,2945
connectivity,LXEVSYZNYDZSOB,LXEVSYZNYDZSOB-UHFFFAOYSA-N,LXEVSYZNYDZSOB,LXEVSYZNYDZSOB-UHFFFAOYSA-N,unknown,false,58,25,11,39,818
connectivity,XZMJYQJEDADTPS,XZMJYQJEDADTPS-FTVHLUNLSA-N,XZMJYQJEDADTPS,XZMJYQJEDADTPS-FTVHLUNLSA-N,unknown,false,3,3,2,4,24
connectivity,JPMYFOBNRRGFNO,JPMYFOBNRRGFNO-UHFFFAOYSA-N,JPMYFOBNRRGFNO,JPMYFOBNRRGFNO-UHFFFAOYSA-N,unknown,false,194,92,35,154,2392
connectivity,QDLAGTHXVHQKRE,QDLAGTHXVHQKRE-UHFFFAOYSA-N,QDLAGTHXVHQKRE,QDLAGTHXVHQKRE-UHFFFAOYSA-N,unknown,false,21,19,18,22,277
connectivity,XVFMGWDSJLBXDZ,,XVFMGWDSJLBXDZ,XVFMGWDSJLBXDZ-UHFFFAOYSA-N;XVFMGWDSJLBXDZ-UHFFFAOYSA-O,unknown,false,59,33,17,22,756
connectivity,XFDQJKDGGOEYPI,,XFDQJKDGGOEYPI,XFDQJKDGGOEYPI-UHFFFAOYSA-N;XFDQJKDGGOEYPI-UHFFFAOYSA-O,unknown,false,4,4,4,4,62
connectivity,RDFLLVCQYHQOBU,,RDFLLVCQYHQOBU,RDFLLVCQYHQOBU-ZOTFFYTFSA-O;RDFLLVCQYHQOBU-ZOTFFYTFSA-N;RDFLLVCQYHQOBU-GPGGJFNDSA-O,unknown,false,144,45,23,40,2425
connectivity,RKWHWFONKJEUEF,,RKWHWFONKJEUEF,RKWHWFONKJEUEF-GQUPQBGVSA-O;RKWHWFONKJEUEF-GQUPQBGVSA-N;RKWHWFONKJEUEF-WVXKDWSHSA-O;RKWHWFONKJEUEF-UHFFFAOYSA-O,unknown,false,355,119,53,201,6291
connectivity,ABVCUBUIXWJYSE,,ABVCUBUIXWJYSE,ABVCUBUIXWJYSE-UNJWAJPSSA-O;ABVCUBUIXWJYSE-GQUPQBGVSA-O,unknown,false,31,18,13,28,775
connectivity,DVEHRCKXTZYDME,DVEHRCKXTZYDME-ZOTFFYTFSA-N,DVEHRCKXTZYDME,DVEHRCKXTZYDME-ZOTFFYTFSA-N,unknown,false,2,2,2,2,15
connectivity,HGXBRUKMWQGOIE,HGXBRUKMWQGOIE-AFHBHXEDSA-N,HGXBRUKMWQGOIE,HGXBRUKMWQGOIE-AFHBHXEDSA-N,unknown,false,340,199,88,272,5167
connectivity,PUETUDUXMCLALY,,PUETUDUXMCLALY,PUETUDUXMCLALY-AXUFJWGNSA-N;PUETUDUXMCLALY-HOTGVXAUSA-N,unknown,false,185,117,65,69,4065
connectivity,MATGKVZWFZHCLI,MATGKVZWFZHCLI-LSDHHAIUSA-N,MATGKVZWFZHCLI,MATGKVZWFZHCLI-LSDHHAIUSA-N,unknown,false,205,115,55,110,3529
connectivity,DQBVFTJNUYZVQL,,DQBVFTJNUYZVQL,DQBVFTJNUYZVQL-CLFUFSEMSA-N;DQBVFTJNUYZVQL-UHFFFAOYSA-N,unknown,false,10,7,4,6,93
connectivity,SVQKJHRWPYLYKM,,SVQKJHRWPYLYKM,SVQKJHRWPYLYKM-IFHXNFKFSA-N;SVQKJHRWPYLYKM-UHFFFAOYSA-N,unknown,false,2,2,1,1,42
connectivity,XOUMRQRJVFZBHB,,XOUMRQRJVFZBHB,XOUMRQRJVFZBHB-BEAAOXLFSA-N;XOUMRQRJVFZBHB-UHFFFAOYSA-N,unknown,false,2,2,1,1,42
connectivity,CVAUKYVPQCYVDV,CVAUKYVPQCYVDV-IPDRLXFSSA-O,CVAUKYVPQCYVDV,CVAUKYVPQCYVDV-IPDRLXFSSA-O,unknown,false,1,1,1,1,16
connectivity,QPUCGPFRKWVURQ,QPUCGPFRKWVURQ-SLWMWEMUSA-O,QPUCGPFRKWVURQ,QPUCGPFRKWVURQ-SLWMWEMUSA-O,unknown,false,1,1,1,1,16
connectivity,ABJDYMVXHLYTHZ,ABJDYMVXHLYTHZ-DULZENQLSA-O,ABJDYMVXHLYTHZ,ABJDYMVXHLYTHZ-DULZENQLSA-O,unknown,false,1,1,1,1,16
connectivity,MRYLLGRTCPVXBO,MRYLLGRTCPVXBO-CKUBBGCWSA-O,MRYLLGRTCPVXBO,MRYLLGRTCPVXBO-CKUBBGCWSA-O,unknown,false,1,1,1,1,16
connectivity,OPWPCWHMCUWCGG,OPWPCWHMCUWCGG-VTRYSJNRSA-O,OPWPCWHMCUWCGG,OPWPCWHMCUWCGG-VTRYSJNRSA-O,unknown,false,1,1,1,1,16
connectivity,HKRACDHMWOGFKJ,HKRACDHMWOGFKJ-BPVIEZTISA-O,HKRACDHMWOGFKJ,HKRACDHMWOGFKJ-BPVIEZTISA-O,unknown,false,1,1,1,1,16
connectivity,OLBLWNPOURNBCY,OLBLWNPOURNBCY-QFEPKXLGSA-O,OLBLWNPOURNBCY,OLBLWNPOURNBCY-QFEPKXLGSA-O,unknown,false,11,5,6,7,241
connectivity,NXTHTMNXJOEVLR,NXTHTMNXJOEVLR-JHBYNAJCSA-O,NXTHTMNXJOEVLR,NXTHTMNXJOEVLR-JHBYNAJCSA-O,unknown,false,1,1,1,1,16
connectivity,JKGXHHXZZLNEGD,JKGXHHXZZLNEGD-XUYFGVRGSA-O,JKGXHHXZZLNEGD,JKGXHHXZZLNEGD-XUYFGVRGSA-O,unknown,false,1,1,1,1,16
connectivity,RTEDIEITOBJPNI,,RTEDIEITOBJPNI,RTEDIEITOBJPNI-MMKMIGCXSA-N;RTEDIEITOBJPNI-UHFFFAOYSA-N,unknown,false,53,41,25,17,687
connectivity,ZYDDITZPGFXQSD,,ZYDDITZPGFXQSD,ZYDDITZPGFXQSD-QKFRQTJPSA-N;ZYDDITZPGFXQSD-SMSOEIQDSA-N,unknown,false,14,10,7,14,104
connectivity,XMOCLSLCDHWDHP,,XMOCLSLCDHWDHP,XMOCLSLCDHWDHP-IUODEOHRSA-N;XMOCLSLCDHWDHP-SWLSCSKDSA-N,unknown,false,309,156,71,246,9541
connectivity,HHDWSDSMWJQURA,HHDWSDSMWJQURA-MHKXYFPYSA-N,HHDWSDSMWJQURA,HHDWSDSMWJQURA-MHKXYFPYSA-N,unknown,false,12,10,8,11,160
connectivity,IGZIQAJJXGRAJF,IGZIQAJJXGRAJF-TXZPEUJSSA-N,IGZIQAJJXGRAJF,IGZIQAJJXGRAJF-TXZPEUJSSA-N,unknown,false,15,11,8,15,247
connectivity,QQRSSHFHXYSOMF,,QQRSSHFHXYSOMF,QQRSSHFHXYSOMF-CXXOJBQZSA-N;QQRSSHFHXYSOMF-UHFFFAOYSA-N,unknown,false,27,14,10,19,329
connectivity,QYXZQZMPZUEEML,,QYXZQZMPZUEEML,QYXZQZMPZUEEML-SQLMURCQSA-N;QYXZQZMPZUEEML-UHFFFAOYSA-N,unknown,false,12,10,10,8,134
connectivity,XOUJCIPAKFLTCI,,XOUJCIPAKFLTCI,XOUJCIPAKFLTCI-POPXMCHDSA-N;XOUJCIPAKFLTCI-UHFFFAOYSA-N,unknown,false,25,17,12,19,349
connectivity,VNCQCPQAMDQEBY,,VNCQCPQAMDQEBY,VNCQCPQAMDQEBY-YTJHIPEWSA-N;VNCQCPQAMDQEBY-UHFFFAOYSA-N,unknown,false,69,39,21,56,1277
connectivity,OXFPYCSNYOFUCH,,OXFPYCSNYOFUCH,OXFPYCSNYOFUCH-KQBHUUJHSA-N;OXFPYCSNYOFUCH-UHFFFAOYSA-N,unknown,false,81,46,27,80,1531
connectivity,CZEMYYICWZPENF,,CZEMYYICWZPENF,CZEMYYICWZPENF-VOLTXKGXSA-N;CZEMYYICWZPENF-UHFFFAOYSA-N,unknown,false,46,27,17,28,553
connectivity,UYRCHWLYXIQJKK,,UYRCHWLYXIQJKK,UYRCHWLYXIQJKK-HMRRIYTKSA-N;UYRCHWLYXIQJKK-UHFFFAOYSA-N,unknown,false,13,8,5,5,102
connectivity,JZBLVVPDEDCVQA,JZBLVVPDEDCVQA-SQLMURCQSA-N,JZBLVVPDEDCVQA,JZBLVVPDEDCVQA-SQLMURCQSA-N,unknown,false,10,7,6,8,130
connectivity,VULBVRDXWYKFMW,VULBVRDXWYKFMW-KXHHBJJGSA-N,VULBVRDXWYKFMW,VULBVRDXWYKFMW-KXHHBJJGSA-N,unknown,false,6,4,3,6,99
connectivity,MXCOJKLBLFWFNI,,MXCOJKLBLFWFNI,MXCOJKLBLFWFNI-VBFYFJBNSA-N;MXCOJKLBLFWFNI-UHFFFAOYSA-N,unknown,false,26,21,17,20,276
connectivity,KSBJAONOPKRVRR,,KSBJAONOPKRVRR,KSBJAONOPKRVRR-YTJHIPEWSA-N;KSBJAONOPKRVRR-UHFFFAOYSA-N,unknown,false,45,28,16,35,744
connectivity,UJFQJDAESQJXTG,UJFQJDAESQJXTG-UFUZVNNQSA-N,UJFQJDAESQJXTG,UJFQJDAESQJXTG-UFUZVNNQSA-N,unknown,false,22,15,11,18,316
connectivity,GAQSCLQIDHHPEE,,GAQSCLQIDHHPEE,GAQSCLQIDHHPEE-ARCJWRNYSA-N;GAQSCLQIDHHPEE-UHFFFAOYSA-N,unknown,false,6,4,2,3,83
connectivity,VXBLCLVRWCLEOX,,VXBLCLVRWCLEOX,VXBLCLVRWCLEOX-BFYSZXNBSA-N;VXBLCLVRWCLEOX-YCUHDEBWSA-N;VXBLCLVRWCLEOX-FUVVQBHTSA-N;VXBLCLVRWCLEOX-UHFFFAOYSA-N,unknown,false,13,12,7,14,174
connectivity,PPFRJNLKWADOTL,,PPFRJNLKWADOTL,PPFRJNLKWADOTL-GKJCXMALSA-N;PPFRJNLKWADOTL-WOGJWQOOSA-N;PPFRJNLKWADOTL-UHFFFAOYSA-N,unknown,false,4,3,2,8,99
connectivity,VYUIKSFYFRVQLF,,VYUIKSFYFRVQLF,VYUIKSFYFRVQLF-YLNAYWRASA-N;VYUIKSFYFRVQLF-CTTIOTNNSA-N;VYUIKSFYFRVQLF-PPNKFNBRSA-N;VYUIKSFYFRVQLF-UHFFFAOYSA-N,unknown,false,59,41,25,62,1204
connectivity,YCYJLHFHRKUCQX,,YCYJLHFHRKUCQX,YCYJLHFHRKUCQX-QDWYQEIHSA-N;YCYJLHFHRKUCQX-BMZRZCTKSA-N;YCYJLHFHRKUCQX-UHFFFAOYSA-N,unknown,false,2,2,1,6,64
connectivity,WPHVOXMMNSLJSF,,WPHVOXMMNSLJSF,WPHVOXMMNSLJSF-DAWJDVIISA-N;WPHVOXMMNSLJSF-ZCAQSPICSA-N;WPHVOXMMNSLJSF-YBDHLFMFSA-N;WPHVOXMMNSLJSF-GUOPQYDVSA-N;WPHVOXMMNSLJSF-LTLHONOQSA-N;WPHVOXMMNSLJSF-ZWMDRRGSSA-N;WPHVOXMMNSLJSF-UHFFFAOYSA-N,unknown,false,3,3,3,5,90
connectivity,IXVMHGVQKLDRKH,,IXVMHGVQKLDRKH,IXVMHGVQKLDRKH-VRESXRICSA-N;IXVMHGVQKLDRKH-KNBKMWSGSA-N;IXVMHGVQKLDRKH-QHBHMFGVSA-N;IXVMHGVQKLDRKH-GWHDOTJXSA-N;IXVMHGVQKLDRKH-UHFFFAOYSA-N,unknown,false,40,24,17,42,788
connectivity,SBSXXCCMIWEPEE,,SBSXXCCMIWEPEE,SBSXXCCMIWEPEE-UFZNHOCZSA-N;SBSXXCCMIWEPEE-VQWYONRPSA-N;SBSXXCCMIWEPEE-VOBBERCYSA-N;SBSXXCCMIWEPEE-DWFPVEISSA-N,unknown,false,29,21,12,27,632
connectivity,YOQAQNKGFOLRGT,,YOQAQNKGFOLRGT,YOQAQNKGFOLRGT-UXXABWCISA-N;YOQAQNKGFOLRGT-RGIWYROCSA-N;YOQAQNKGFOLRGT-UHFFFAOYSA-N,unknown,false,40,21,7,35,615
connectivity,VNGUCOGHCJHFID,VNGUCOGHCJHFID-FLZFTVBESA-N,VNGUCOGHCJHFID,VNGUCOGHCJHFID-FLZFTVBESA-N,unknown,false,7,5,1,13,148
connectivity,ICFXJOAKQGDRCT,ICFXJOAKQGDRCT-ZIHMWMKCSA-N,ICFXJOAKQGDRCT,ICFXJOAKQGDRCT-ZIHMWMKCSA-N,unknown,false,78,59,35,60,559
connectivity,URRZRRQMNMZIAP,URRZRRQMNMZIAP-ZVAMACQUSA-N,URRZRRQMNMZIAP,URRZRRQMNMZIAP-ZVAMACQUSA-N,unknown,false,4,3,1,3,21
connectivity,IPZBDVYNLAGJFF,IPZBDVYNLAGJFF-KSSUOHJISA-N,IPZBDVYNLAGJFF,IPZBDVYNLAGJFF-KSSUOHJISA-N,unknown,false,11,7,2,11,84
connectivity,UKMCCFHULJHJNS,UKMCCFHULJHJNS-RVFLFKIDSA-N,UKMCCFHULJHJNS,UKMCCFHULJHJNS-RVFLFKIDSA-N,unknown,false,18,16,12,15,136
connectivity,XFFOMNJIDRDDLQ,XFFOMNJIDRDDLQ-UHFFFAOYSA-N,XFFOMNJIDRDDLQ,XFFOMNJIDRDDLQ-UHFFFAOYSA-N,unknown,false,17,4,1,27,649
connectivity,RYHSERHDCIACPJ,,RYHSERHDCIACPJ,RYHSERHDCIACPJ-SQDTVNEGSA-N;RYHSERHDCIACPJ-UWIQDFHRSA-N;RYHSERHDCIACPJ-GQNLBUSSSA-N,unknown,false,5,2,1,3,80
connectivity,LNXVDAWSKJIGHT,,LNXVDAWSKJIGHT,LNXVDAWSKJIGHT-UYTXMRSUSA-N;LNXVDAWSKJIGHT-GVBUVJCYSA-N;LNXVDAWSKJIGHT-VZUCSPMQSA-N,unknown,false,3,1,1,4,85
connectivity,YSIMPAVIBIIDOC,,YSIMPAVIBIIDOC,YSIMPAVIBIIDOC-LSZNWXSRSA-N;YSIMPAVIBIIDOC-SNAWJCMRSA-N,unknown,false,3,1,1,4,75
connectivity,GOBAQYCCUYZMJY,,GOBAQYCCUYZMJY,GOBAQYCCUYZMJY-MXYUXXKOSA-N;GOBAQYCCUYZMJY-MHBGUMEYSA-N;GOBAQYCCUYZMJY-IXAQGVHISA-N;GOBAQYCCUYZMJY-HGLYATPPSA-N,unknown,false,6,2,1,7,117
connectivity,MJJWBJFYYRAYKU,MJJWBJFYYRAYKU-PPQKLOTCSA-N,MJJWBJFYYRAYKU,MJJWBJFYYRAYKU-PPQKLOTCSA-N,unknown,false,9,3,1,15,266
connectivity,XKNUDVRSFJJTNT,,XKNUDVRSFJJTNT,XKNUDVRSFJJTNT-UHFFFAOYSA-N;XKNUDVRSFJJTNT-CSKARUKUSA-N,unknown,false,1,1,1,1,32
connectivity,AOYJXBVIPWAMOG,,AOYJXBVIPWAMOG,AOYJXBVIPWAMOG-PKNBQFBNSA-N;AOYJXBVIPWAMOG-UHFFFAOYSA-N,unknown,false,1,1,1,1,32
connectivity,GRUGZHAOXOPASC,GRUGZHAOXOPASC-UHFFFAOYSA-N,GRUGZHAOXOPASC,GRUGZHAOXOPASC-UHFFFAOYSA-N,unknown,false,1,1,1,1,24
connectivity,OKIIWFXZWJTTLY,OKIIWFXZWJTTLY-JTQLQIEISA-N,OKIIWFXZWJTTLY,OKIIWFXZWJTTLY-JTQLQIEISA-N,unknown,false,1,1,1,1,16
connectivity,IEZWLIJBCDCGEU,IEZWLIJBCDCGEU-UHFFFAOYSA-N,IEZWLIJBCDCGEU,IEZWLIJBCDCGEU-UHFFFAOYSA-N,unknown,false,1,1,1,1,24
connectivity,MJGXIOUQXYXGLP,MJGXIOUQXYXGLP-UHFFFAOYSA-N,MJGXIOUQXYXGLP,MJGXIOUQXYXGLP-UHFFFAOYSA-N,unknown,false,1,1,1,1,24
connectivity,FEKMFSGDBKSRNR,FEKMFSGDBKSRNR-LLVKDONJSA-N,FEKMFSGDBKSRNR,FEKMFSGDBKSRNR-LLVKDONJSA-N,unknown,false,1,1,1,1,16
connectivity,MPJMAJLPWRBNBU,MPJMAJLPWRBNBU-UHFFFAOYSA-N,MPJMAJLPWRBNBU,MPJMAJLPWRBNBU-UHFFFAOYSA-N,unknown,false,1,1,1,1,24
connectivity,NBXNZQFZGOQQPE,NBXNZQFZGOQQPE-MRVPVSSYSA-N,NBXNZQFZGOQQPE,NBXNZQFZGOQQPE-MRVPVSSYSA-N,unknown,false,1,1,1,1,16
connectivity,QDZNKMGEHAHOTA,QDZNKMGEHAHOTA-UHFFFAOYSA-N,QDZNKMGEHAHOTA,QDZNKMGEHAHOTA-UHFFFAOYSA-N,unknown,false,1,1,1,1,24
connectivity,TWAIOPPFLZEXCO,TWAIOPPFLZEXCO-UHFFFAOYSA-N,TWAIOPPFLZEXCO,TWAIOPPFLZEXCO-UHFFFAOYSA-N,unknown,false,1,1,1,1,24
connectivity,WLOKFRZXOVZGIN,WLOKFRZXOVZGIN-QMMMGPOBSA-N,WLOKFRZXOVZGIN,WLOKFRZXOVZGIN-QMMMGPOBSA-N,unknown,false,1,1,1,1,16
connectivity,FZNWJRXTACKOPU,FZNWJRXTACKOPU-SSDOTTSWSA-N,FZNWJRXTACKOPU,FZNWJRXTACKOPU-SSDOTTSWSA-N,unknown,false,1,1,1,1,16
connectivity,MHYITDUVXNMMNZ,MHYITDUVXNMMNZ-SECBINFHSA-N,MHYITDUVXNMMNZ,MHYITDUVXNMMNZ-SECBINFHSA-N,unknown,false,1,1,1,1,16
connectivity,PWAKELUEEHWVFQ,PWAKELUEEHWVFQ-LBPRGKRZSA-N,PWAKELUEEHWVFQ,PWAKELUEEHWVFQ-LBPRGKRZSA-N,unknown,false,1,1,1,1,16
connectivity,MDZKJHQSJHYOHJ,,MDZKJHQSJHYOHJ,MDZKJHQSJHYOHJ-HFYZCPLSSA-N;MDZKJHQSJHYOHJ-LLICELPBSA-N;MDZKJHQSJHYOHJ-RMUAHEEJSA-N,unknown,false,171,99,48,160,2367
connectivity,LOPAXYRUFHKGFO,LOPAXYRUFHKGFO-GQUPQBGVSA-N,LOPAXYRUFHKGFO,LOPAXYRUFHKGFO-GQUPQBGVSA-N,unknown,false,10,8,5,8,116
